Category,Action_Title,Action_Date,Ritual,Ritual_Date,Ritual_Lag,Holiday,Holiday_Date,Holiday_Lag
Tech_Events,A bicameral group of Democrats is pressing Palantir on reported efforts to build a mega-database on ,2025-06-20,Grand Mufti Al-Aqsa Declaration,2025-06-18 00:00:00.000000,2,Easter,2025-04-20,61
Tech_Events,"The FALCON database, developed by Palantir, also includes sensitive data such as social security num",2020-01-31,Sanhedrin Convocation,2024-09-17 00:00:00.000000,1691,Christmas,2019-12-25,37
Tech_Events,Palantir alleges that one of the two employees sent those sensitive files from her company Slack wor,2025-10-31,Temple Mount Foundation Stone Laying,2025-11-05 00:00:00.000000,5,Halloween,2025-10-31,0
Tech_Events,Palantir's systems pull data from across government databases—regardless of the veracity or accuracy,2025-08-21,Temple Mount Foundation Stone Laying,2025-08-26 00:35:18.348834,5,Halloween,2025-10-31,71
Tech_Events,Palantir's surprise AI contract with Boeing tilts the balance. Palantir Technologies just landed a m,2025-09-24,Sanhedrin Convocation,2025-09-25 00:35:18.349040,1,Halloween,2025-10-31,37
Tech_Events,"Palantir has made a total of 6 acquisitions. The peak acquisition years were 2016 and 2014, with 2 a",2025-09-06,Temple Mount Foundation Stone Laying,2025-08-26 00:35:18.348834,10,Halloween,2025-10-31,55
Tech_Events,It may seem strange that Palantir (PLTR) chose Lumen (LUMN) as a partner. Lumen isn't a well-known b,2025-10-26,Temple Mount Foundation Stone Laying,2025-10-25 00:35:18.348915,0,Halloween,2025-10-31,5
Tech_Events,"It has allocated over $60 million to SPAC deals. Overall, Palantir has allocated at least $300 milli",2021-09-27,Sanhedrin Convocation,2024-09-17 00:00:00.000000,1086,Halloween,2021-10-31,34
Tech_Events,"""This partnership combines Palantir's and Exiger's world-class technologies to integrate production ",2025-11-20,Papal Extraordinary Consistory,2025-11-18 00:00:00.000000,2,Halloween,2025-10-31,20
Tech_Events,Lumen Technologies and Palantir Technologies have announced a multi-year partnership valued at over ,2025-10-24,Temple Mount Foundation Stone Laying,2025-10-25 00:35:18.348915,1,Halloween,2025-10-31,7
Tech_Events,Palantir and Anduril announced a new partnership Friday aimed at combining some of their respective ,2024-12-06,Papal Extraordinary Consistory,2024-12-06 00:00:00.000000,0,Christmas,2024-12-25,19
Tech_Events,The Nuclear Company announced a major deal with surveillance giant Palantir to build a software plat,2025-07-02,Red Heifer Ceremony,2025-07-01 00:00:00.000000,1,Easter,2025-04-20,73
Tech_Events,Palantir Technologies (NASDAQ:PLTR) has secured a major deal from the U.S. Army worth up to $10B ove,2025-08-01,Grand Mufti Al-Aqsa Declaration,2025-08-06 00:00:00.000000,5,Halloween,2025-10-31,91
Tech_Events,Palantir Technologies Inc. has escaped a proposed class action accusing it of deceiving investors ab,2025-04-07,Grand Mufti Al-Aqsa Declaration,2025-04-21 00:00:00.000000,14,Easter,2025-04-20,13
Tech_Events,"... Palantir Technologies (PLTR.O) , opens new tab, and Reed Hastings, the co ... Italy antitrust re",2025-11-21,Papal Extraordinary Consistory,2025-11-18 00:00:00.000000,3,Halloween,2025-10-31,21
Tech_Events,"Palantir Technologies Inc. Condensed Consolidated Balance Sheets. (in thousands, except per share am",2025-05-05,Grand Mufti Al-Aqsa Declaration,2025-04-21 00:00:00.000000,14,Easter,2025-04-20,15
Tech_Events,"The total value of such commercial contracts was $754.9 million as of March 31, 2022, which is inclu",2022-02-24,Sanhedrin Convocation,2024-09-17 00:00:00.000000,936,St. Patrick's Day,2022-03-17,21
Tech_Events,"... Palantir Technologies co-founder, and Reed Hastings, co-founder of Netflix ... Boeing's current ",2025-07-16,Red Heifer Ceremony,2025-07-01 00:00:00.000000,15,Easter,2025-04-20,87
Tech_Events,"Palantir Techs., Inc., 203 A.3d 738, 759 n.97. (Del. 2019), citing Jill E ... at **6–7 (noting settl",2021-11-24,Sanhedrin Convocation,2024-09-17 00:00:00.000000,1028,Halloween,2021-10-31,24
Tech_Events,It previously hit the tech giant with a €4.2 billion fine in 2018 for anticompetitive behavior in th,2025-09-08,Temple Mount Foundation Stone Laying,2025-08-26 00:35:18.348834,12,Halloween,2025-10-31,53
Tech_Events,"Palantir Technologies Inc., et al., Case No. 1:22-cv-02893, respectively, naming the Company and cer",2024-11-04,Papal Extraordinary Consistory,2024-10-07 00:00:00.000000,28,Halloween,2024-10-31,4
Tech_Events,Google Public Sector has been awarded a $200 million-ceiling contract to support the US Department o,2025-07-14,Red Heifer Ceremony,2025-07-01 00:00:00.000000,13,Easter,2025-04-20,85
Tech_Events,"GSA, Google Announce Transformative 'Gemini for Government' OneGov Agreement. Latest OneGov deal del",2025-08-21,Temple Mount Foundation Stone Laying,2025-08-26 00:35:18.348834,5,Halloween,2025-10-31,71
Tech_Events,The five-year contract for Google's Workspace software suite has a ceiling of $89 million.,2025-10-29,Temple Mount Foundation Stone Laying,2025-10-25 00:35:18.348915,3,Halloween,2025-10-31,2
Tech_Events,View a summary page of this 2024 CONTRACT to GOOGLE LLC from the Department of Agriculture.,2025-07-31,Grand Mufti Al-Aqsa Declaration,2025-08-06 00:00:00.000000,6,Halloween,2025-10-31,92
Tech_Events,"[London, UK] – [September 12th] – Google Cloud today announced it has been awarded a £400M contract ",2025-09-11,Sanhedrin Convocation,2025-09-22 00:00:00.000000,11,Halloween,2025-10-31,50
